wrinvstg_no,fire_type_nm,buld_srtfrm,buld_strctr,buld_srtrf,buld_strct_dong_cnt,ground_nof,bstory_cnt,totar,bottom_area,buld_sttus_nm,dth_cnt,injpsn_cnt,dth_hnl_dmge_cnt,prprty_dmge_amt,fire_ocrn_yr,season_se_nm,qtr_se,fire_ocrn_ymd,fire_ocrn_tm,fire_ocrn_mnth,fire_ocrn_day,fire_ocrn_hour,fire_ocrn_min,daywk,frstt_nm,ward_nm,lfdau_nm,dsp_reqre_time,fire_supesn_time,sido_nm,sigungu_nm,emd_nm,cty_frmvl_se_nm,emd_se_nm,gis_x_axis,gis_y_axis,longitude,la,spt_frstt_dist,spt_safe_cnter_dist,spt_lfdau_dist,ign_htsrc_nm,ign_htsrc_sclas_nm,ign_fctr_lclas_nm,ign_fctr_sclas_nm,frst_igobj_lclas_nm,frst_igobj_sclas_nm,ign_mhrls_lclas_nm,ign_mhrls_sclas_nm,cmbs_expobj_lclas_nm,cmbs_expobj_sclas_nm,fclty_place_lclas_nm,fclty_place_mclas_nm,fclty_place_sclas_nm,ign_floor_nm,soot_area,fio_join_trgt_yn,frmng_trgt_yn,mub_yn,emrg_crg_oper_yn,vhcle_place,vhcle_ign_bhf,fld_fire_se,fld_fire_ign_bhf,time_unit_tmprt,time_unit_rainqty,time_unit_ws,time_unit_wd,time_unit_humidity,time_unit_msnf,time_unit
220524175614512,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,473.520000,118.380000,사용중,0,0,0,473,2022,봄,2,20220524,144300,05,24,14,43,화요일,마포소방서,공덕119안전센터,,000400,001100,서울특별시,마포구,아현동,도시,동,196519.870000,196519.870000,126.960605000,37.555850000,3.20,0.90,0.00,작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),전기/전자,기타(전기/전자),생활기기,전기안마기/맛사지,,,주거,공동주택,연립주택,,14.000000,N,N,N,N,,,,,29.6,,3.0,270,31,,2000
220524155205646,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,0,191.250000,74.390000,사용중,0,0,0,5,2022,봄,2,20220524,150200,05,24,15,02,화요일,성북소방서,종암119안전센터,,000452,000138,서울특별시,성북구,종암동,도시,동,203315.320000,203315.320000,127.037543000,37.597550000,1.50,1.50,0.00,작동기기,기타(작동기기),부주의,음식물 조리중,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,단독주택,다가구주택,,0.000000,N,N,N,N,,,,,29.9,,3.8,250,30,,2000
220524172338821,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,1215.460000,320.260000,사용중,0,0,0,60,2022,봄,2,20220524,161200,05,24,16,12,화요일,양천소방서,신월119안전센터,,000259,000300,서울특별시,양천구,신월동,도시,동,185277.403500,185277.403500,126.833504000,37.533790000,4.50,2.30,0.00,기타,기타,부주의,음식물 조리중,기타,기타,,,,,주거,공동주택,연립주택,,0.000000,N,N,N,N,,,,,29.7,,2.8,290,31,,2000
220524175251061,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,2,2147.330000,332.850000,사용중,0,0,0,60,2022,봄,2,20220524,163700,05,24,16,37,화요일,강남소방서,영동119안전센터,,000803,000433,서울특별시,강남구,논현동,도시,동,202929.130000,202929.130000,127.033128000,37.508248000,3.50,2.10,0.00,미상,미상,부주의,기타(부주의),쓰레기류,쓰레기,,,,,의료/복지시설,의료시설,의원,,1.000000,N,N,N,N,,,,,29.7,,2.8,290,31,,2000
220525005840028,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,7,1,3919.000000,501.000000,사용중,0,0,0,5545,2022,봄,2,20220524,180300,05,24,18,03,화요일,용산소방서,후암119안전센터,,000202,001543,서울특별시,용산구,후암동,도시,동,197888.122100,197888.122100,126.976100000,37.551871000,2.60,0.60,0.00,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,식품,음식물,주거,공동주택,아파트,,35.000000,N,Y,N,N,,,,,27.2,,4.1,250,42,,2000
220524203044590,기타(쓰레기 화재등),,,,,,,,,,0,5,5,9,2022,봄,2,20220524,183000,05,24,18,30,화요일,성북소방서,종암119안전센터,,000439,000837,서울특별시,성북구,안암동5가,도시,동,202824.430500,202824.430500,127.032390000,37.588755000,2.40,2.40,0.00,작동기기,기타(작동기기),부주의,음식물 조리중,식품,튀김유,,,,,기타,야외,기타야외,지상층,,N,N,N,N,,,,,27.2,,4.1,250,42,,2000
220525071628566,기타(쓰레기 화재등),,,,,,,,,,0,0,0,473,2022,봄,2,20220524,184300,05,24,18,43,화요일,도봉소방서,도봉119안전센터,,000444,001626,서울특별시,도봉구,도봉동,도시,동,203829.190000,203829.190000,127.043416000,37.693290000,3.40,2.80,0.00,미상,미상,미상,미상,미상,미상,,,,,기타,야외,야적장,,,N,N,N,N,,,,,27.2,,4.1,250,42,,2000
220525011101474,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,1173.000000,247.000000,철거중,0,0,0,1710,2022,봄,2,20220524,193900,05,24,19,39,화요일,용산소방서,후암119안전센터,,000200,001200,서울특별시,용산구,동자동,도시,동,197803.360000,197803.360000,126.975140000,37.552836000,2.60,0.60,0.00,작동기기,전기적 아크(단락),전기적 요인,미확인단락,전기/전자,전기/ 전자기기 케이스,,,,,주거,기타주택,기타 주택,,3.000000,N,N,N,N,,,,,25.1,,4.0,250,47,,2000
220524210544233,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,1,1496.700000,268.800000,사용중,0,0,0,115,2022,봄,2,20220524,203000,05,24,20,30,화요일,성동소방서,행당119안전센터,,000126,000415,서울특별시,성동구,행당동,도시,동,203679.316300,203679.316300,127.041567000,37.559948000,1.00,1.00,0.00,작동기기,기기 전도/복사열/기기발열,부주의,기기(전기/ 기계 등) 사용.설치부주의,쓰레기류,기타 쓰레기,,,,,생활서비스,일상서비스,기타 일상서비스,,2.000000,N,Y,N,N,,,,,23.3,,2.9,250,51,,2000
220524220433322,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,269.390000,57.380000,사용중,0,0,0,55,2022,봄,2,20220524,204100,05,24,20,41,화요일,영등포소방서,당산119안전센터,,000402,000000,서울특별시,영등포구,당산동3가,도시,동,190925.210000,190925.210000,126.897357000,37.526651000,2.00,1.40,0.00,미상,미상,가스누출(폭발),가스누출(폭발),기타,기타,,,,,생활서비스,음식점,일식,,0.000000,N,N,N,N,,,,,23.3,,2.9,250,51,,2000
220524235214602,기타(쓰레기 화재등),,,,,,,,,,0,0,0,101,2022,봄,2,20220524,230500,05,24,23,05,화요일,강남소방서,삼성119안전센터,,000427,000334,서울특별시,강남구,대치동,도시,동,204985.040000,204985.040000,127.056374000,37.498192000,2.30,1.80,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,재활용,,,,,기타,야외,쓰레기,,1.000000,N,N,N,N,,,,,20.3,,1.3,250,63,,2000
220525004718388,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,1,,40.330000,40.330000,사용중,0,0,0,90,2022,봄,2,20220524,233500,05,24,23,35,화요일,종로소방서,종로119안전센터,,000253,000013,서울특별시,종로구,익선동,도시,동,199105.450000,199105.450000,126.989873000,37.573124000,0.90,0.40,0.00,작동기기,기기 전도/복사열/기기발열,부주의,기기(전기/ 기계 등) 사용.설치부주의,식품,음식물,,,,,생활서비스,음식점,일식,,0.000000,N,N,N,N,,,,,20.3,,1.3,250,63,,2000
220525125309548,건축/구조물,조립식,컨테이너조,컨테이너,1,2,1,184.800000,92.400000,사용중,0,0,0,100054,2022,봄,2,20220525,072700,05,25,07,27,수요일,중부소방서,을지로119안전센터,,000338,001754,서울특별시,중구,을지로7가,도시,동,200770.430000,200770.430000,127.008734000,37.565008000,0.80,0.50,0.00,미상,미상,미상,미상,미상,미상,,,,,산업시설,창고시설,창고/ 물품저장소,,60.000000,N,N,N,N,,,,,17.8,,0.0,0,80,,1998
220525085245436,기타(쓰레기 화재등),,,,,,,,,,0,0,0,50,2022,봄,2,20220525,075200,05,25,07,52,수요일,송파소방서,방이119안전센터,,000458,001537,서울특별시,송파구,방이동,도시,동,210896.882100,210896.882100,127.116176000,37.521040000,3.80,1.80,0.00,화학적 발화열,발효열,화학적 요인,자연발화,종이/목재/건초등,건초,,,,,기타,야외,야적장,,,N,N,N,N,,,,,17.8,,0.0,0,80,,1998
220525103952413,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,1,0,138.690000,138.690000,사용중,0,0,0,475,2022,봄,2,20220525,090300,05,25,09,03,수요일,강동소방서,천호119안전센터,,000400,000300,서울특별시,강동구,천호동,도시,동,211601.480000,211601.480000,127.131276000,37.542292000,2.80,0.70,0.00,작동기기,전기적 아크(단락),전기적 요인,반단선,전기/전자,전선피복,주방기기,냉온수기/정수기,,,생활서비스,음식점,한식,,15.000000,N,N,N,N,,,,,23.0,,1.1,180,61,,2000
220525112547223,자동차/철도차량,,,,,,,,,,0,0,0,15400,2022,봄,2,20220525,101300,05,25,10,13,수요일,강서소방서,마곡119안전센터,,000205,004100,서울특별시,강서구,외발산동,도시,동,183801.598900,183801.598900,126.816631000,37.550294000,7.70,0.70,0.00,기타,기타,기계적 요인,과열/ 과부하,자동차/철도차량/선박/항공기,기타(자동차/철도차량/선박/항공기),차량/ 선박부품,기타(차량/선박부품),,,자동차/철도차량,자동차,승용자동차,,,N,N,N,N,일반도로,기타차량위치,,,23.6,,2.7,290,56,,2000
220525152704525,건축/구조물,한식(옥),목조,와가,1,1,,59.500000,0.000000,사용중,0,2,2,2109,2022,봄,2,20220525,101700,05,25,10,17,수요일,종로소방서,연건119안전센터,,000443,005100,서울특별시,종로구,명륜1가,도시,동,199817.930000,199817.930000,126.997911000,37.586743000,2.90,0.80,0.00,미상,미상,미상,미상,종이/목재/건초등,나무,,,,,주거,단독주택,단독주택,지상층,2.000000,N,N,N,N,,,,,23.6,,2.7,290,56,,2000
220525130426616,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,17,0,3757.990000,58517.900000,사용중,0,0,0,4561,2022,봄,2,20220525,104000,05,25,10,40,수요일,은평소방서,녹번119안전센터,,000339,002551,서울특별시,은평구,녹번동,도시,동,194437.443100,194437.443100,126.937004000,37.605521000,3.20,1.00,0.00,작동기기,전기적 아크(단락),전기적 요인,미확인단락,전기/전자,전기/ 전자기기 기판,주방기기,김치냉장고,,,주거,공동주택,아파트,,81.000000,N,N,N,N,,,,,23.6,,2.7,290,56,,2000
220525130558362,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,1,659.890000,126.860000,사용중,0,0,0,1,2022,봄,2,20220525,115500,05,25,11,55,수요일,강남소방서,삼성119안전센터,,000336,000502,서울특별시,강남구,대치동,도시,동,205185.510000,205185.510000,127.058640000,37.501542000,3.60,3.60,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/ 나뭇잎,,,종이/목재/건초등,풀/ 나뭇잎,주거,공동주택,아파트,,0.000000,N,Y,N,N,,,,,25.3,,3.2,270,50,,2000
220525151727642,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,1,285578.000000,78.580000,사용중,0,1,1,412,2022,봄,2,20220525,130700,05,25,13,07,수요일,양천소방서,양천119안전센터,,000327,001643,서울특별시,양천구,목동,도시,동,188820.380000,188820.380000,126.873505000,37.524236000,1.00,1.00,1.00,불꽃/ 불티,기타(불꽃/불티),부주의,음식물 조리중,종이/목재/건초등,목재/ 합판,,,,,주거,공동주택,아파트,지상층,0.000000,Y,N,N,N,,,,,26.2,,2.8,250,46,,2000
220525164414058,기타(쓰레기 화재등),,,,,,,,,,0,0,0,0,2022,봄,2,20220525,132000,05,25,13,20,수요일,동작소방서,노량진119안전센터,,000322,000030,서울특별시,동작구,본동,도시,동,196203.599100,196203.599100,126.956400000,37.513130000,5.70,1.10,0.00,담뱃불/ 라이터불,라이터불/ 성냥불,방화의심,방화의심,종이/목재/건초등,종이,,,,,기타,야외,기타야외,,,N,N,N,N,,,,,26.2,,2.8,250,46,,2000
220525164441654,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,1049.720000,268.360000,사용중,0,0,0,90,2022,봄,2,20220525,135200,05,25,13,52,수요일,중부소방서,충무로119안전센터,,000425,000110,서울특별시,중구,명동2가,도시,동,198558.860000,198558.860000,126.983677000,37.562678000,3.00,0.70,0.00,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전선피복,,,,,생활서비스,일상서비스,이미용실,,0.000000,N,N,N,N,,,,,26.2,,2.8,250,46,,2000
220525162303620,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,191.390000,65.450000,사용중,0,1,1,604,2022,봄,2,20220525,140000,05,25,14,00,수요일,강서소방서,화곡119안전센터,,000230,004800,서울특별시,강서구,화곡동,도시,동,186535.192700,186535.192700,126.847690000,37.529625000,7.90,1.20,0.00,마찰/ 전도/ 복사,화염 전도/복사열,부주의,불씨/불꽃/화원방치,식품,튀김유,주방기기,가스렌지,기타,기타,판매/업무시설,판매시설,상가빌딩,지상층,0.000000,N,N,N,N,,,,,25.9,,3.9,250,46,,2000
220525160204662,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,657.360000,138.480000,사용중,0,0,0,22,2022,봄,2,20220525,140600,05,25,14,06,수요일,금천소방서,금천119안전센터,,000425,000518,서울특별시,금천구,독산동,도시,동,191144.720000,191144.720000,126.899897000,37.468615000,0.70,0.70,0.00,마찰/ 전도/ 복사,화염 전도/복사열,부주의,기기(전기/ 기계 등) 사용.설치부주의,종이/목재/건초등,종이,주방기기,가스오븐렌지,종이/목재/건초등,종이,주거,공동주택,다세대주택,,0.000000,N,N,N,N,,,,,25.9,,3.9,250,46,,2000
220525171337219,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,0,100.000000,0.000000,신축,0,0,0,352,2022,봄,2,20220525,145900,05,25,14,59,수요일,구로소방서,구로119안전센터,,000300,001000,서울특별시,구로구,구로동,도시,동,189869.000000,189869.000000,126.885420000,37.494117000,3.00,0.40,0.00,불꽃/ 불티,용접/ 절단/ 연마,부주의,용접/ 절단/ 연마,종이/목재/건초등,종이,,,,,생활서비스,일상서비스,기타 일상서비스,,0.000000,N,N,N,N,,,,,25.9,,3.9,250,46,,2000
220525171114016,임야,,,,,,,,,,0,0,0,6,2022,봄,2,20220525,160500,05,25,16,05,수요일,강남소방서,삼성119안전센터,,000253,000052,서울특별시,강남구,대치동,도시,동,205806.472200,205806.472200,127.065658000,37.502724000,1.00,1.00,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/ 나뭇잎,,,,,임야,들불,기타 들불,,,N,N,N,N,,,기타 들불,평지,25.7,,2.8,250,42,,2000
220525180938549,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,5,1,799.600000,141.260000,사용중,0,0,0,174,2022,봄,2,20220525,170500,05,25,17,05,수요일,서초소방서,서초119안전센터,,000311,000000,서울특별시,서초구,서초동,도시,동,201092.580000,201092.580000,127.012354000,37.490811000,3.50,2.50,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,판매/업무시설,일반업무,일반회사,,0.000000,N,N,N,N,,,,,24.1,,4.4,270,55,,2000
220525210615875,기타(쓰레기 화재등),,,,,,,,,,0,0,0,91,2022,봄,2,20220525,173400,05,25,17,34,수요일,용산소방서,한강로119안전센터,,000257,001624,서울특별시,용산구,한강로3가,도시,동,196967.255600,196967.255600,126.962443000,37.531920000,1.60,1.00,0.00,미상,미상,미상,미상,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,기타,야외,공터,,,N,N,N,N,,,,,24.1,,4.4,270,55,,2000
220525195139970,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,2232.360000,66.120000,사용중,0,0,0,8,2022,봄,2,20220525,185800,05,25,18,58,수요일,동작소방서,상도119안전센터,,000254,000600,서울특별시,동작구,상도동,도시,동,193690.250000,193690.250000,126.928712000,37.503136000,2.10,0.70,0.00,작동기기,기기 전도/복사열/기기발열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,연립주택,,0.000000,N,N,N,N,,,,,22.5,0.00,4.2,250,58,,2000
220525213413824,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,9,1,19068.130000,1775.000000,사용중,0,0,0,156,2022,봄,2,20220525,195900,05,25,19,59,수요일,성북소방서,돈암119안전센터,,000407,000033,서울특별시,성북구,돈암동,도시,동,201003.238800,201003.238800,127.010326000,37.594825000,4.50,3.00,0.00,작동기기,전기적 아크(단락),전기적 요인,압착/손상에 의한 단락,전기/전자,전선피복,,,,,판매/업무시설,판매시설,상가빌딩,,3.000000,N,Y,N,N,,,,,21.2,0.00,3.8,200,66,,2000
220525224451975,건축/구조물,양식(옥),철근콘크리트조,슬라브가,2,6,1,4785.350000,0.000000,사용중,0,0,0,16,2022,봄,2,20220525,215100,05,25,21,51,수요일,서대문소방서,홍은119안전센터,,000348,000118,서울특별시,서대문구,홍제동,도시,동,194911.423400,194911.423400,126.942383000,37.590743000,2.50,1.50,0.00,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,주상복합아파트,,0.000000,N,N,N,N,,,,,18.8,0.20,3.9,200,89,,1786
220525231244533,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,543.800000,125.540000,사용중,0,0,0,185,2022,봄,2,20220525,220100,05,25,22,01,수요일,강남소방서,역삼119안전센터,,000347,000132,서울특별시,강남구,역삼동,도시,동,202784.250000,202784.250000,127.031484000,37.494602000,5.80,2.30,0.00,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,간판/차양막등,기타(간판/차양막등),,,,,생활서비스,오락시설,노래연습장,,0.000000,N,N,N,N,,,,,18.1,2.90,3.4,250,93,,481
220526001642920,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,0,124.700000,62.350000,사용중,0,0,0,54,2022,봄,2,20220525,231900,05,25,23,19,수요일,도봉소방서,방학119안전센터,,000236,000649,서울특별시,도봉구,창동,도시,동,203334.250000,203334.250000,127.037783000,37.651624000,2.60,1.50,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,판매/업무시설,판매시설,기타 판매시설,,3.000000,N,N,N,N,,,,,17.0,0.40,4.5,250,93,,1804
220526030314321,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,1,0,89.260000,89.260000,사용중,0,0,0,8398,2022,봄,2,20220525,234400,05,25,23,44,수요일,종로소방서,세종로119안전센터,,000318,014046,서울특별시,종로구,안국동,도시,동,198452.250000,198452.250000,126.982467000,37.578824000,1.00,1.00,0.00,작동기기,전기적 아크(단락),전기적 요인,미확인단락,전기/전자,전선피복,,,,,생활서비스,음식점,한식,,0.000000,N,N,N,N,,,,,17.0,0.40,4.5,250,93,,1804
220526045023504,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,8,1,1661.180000,178.560000,사용중,0,0,0,5,2022,봄,2,20220526,041000,05,26,04,10,목요일,중부소방서,무학119안전센터,,000300,000553,서울특별시,중구,황학동,도시,동,201842.560000,201842.560000,127.020843000,37.569470000,1.00,1.00,0.00,작동기기,기기 전도/복사열/기기발열,부주의,음식물 조리중,식품,음식물,,,,,판매/업무시설,일반업무,오피스텔,,0.000000,N,N,N,N,,,,,14.6,,1.5,270,88,,2000
220526100332727,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,14,4,29482.620000,1901.120000,사용중,0,0,0,864,2022,봄,2,20220526,081600,05,26,08,16,목요일,서초소방서,서초119안전센터,,000418,001709,서울특별시,서초구,서초동,도시,동,201369.266400,201369.266400,127.015483000,37.493528000,3.80,2.50,0.00,마찰/ 전도/ 복사,화염 전도/복사열,기타,기타,종이/목재/건초등,목재/ 합판,,,,,주거,공동주택,주상복합아파트,,4.000000,N,N,N,N,,,,,16.7,,2.4,200,80,,2000
220526103729340,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,0,659.980000,29.990000,사용중,0,0,0,470,2022,봄,2,20220526,084600,05,26,08,46,목요일,양천소방서,목동119안전센터,,000335,002100,서울특별시,양천구,목동,도시,동,188760.620000,188760.620000,126.872792000,37.544255000,3.20,2.30,0.00,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전선피복,배선/배선기구,기타(배선/배선기구),,,주거,공동주택,기타 공동주택,,0.000000,N,N,N,N,,,,,16.7,,2.4,200,80,,2000
220526122318007,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,137.700000,45.900000,사용중,0,0,0,13,2022,봄,2,20220526,111200,05,26,11,12,목요일,송파소방서,방이119안전센터,,000330,000800,서울특별시,송파구,풍납동,도시,동,210324.210000,210324.210000,127.116807000,37.536771000,6.20,4.20,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,주거,단독주택,다가구주택,,0.000000,N,N,N,N,,,,,21.3,,2.9,200,51,,2000
220530165908259,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,5257.040000,1507.340000,사용중,0,2,2,173,2022,봄,2,20220526,140500,05,26,14,05,목요일,관악소방서,관악119안전센터,,000600,000209,서울특별시,관악구,신림동,도시,동,,,126.957167000,37.453370000,3.00,3.00,0.00,작동기기,전기적 아크(단락),부주의,기기(전기/ 기계 등) 사용.설치부주의,전기/전자,기타(전기/전자),전기설비,고압/특고압 차단기,,,교육시설,학교,대학교,지하층,0.000000,N,Y,N,N,,,,,22.5,,5.8,250,34,,2000
220526154814897,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,1,897.000000,147.000000,사용중,0,0,0,107,2022,봄,2,20220526,140800,05,26,14,08,목요일,마포소방서,신수119안전센터,,000150,000000,서울특별시,마포구,대흥동,도시,동,194906.250000,194906.250000,126.942339000,37.545938000,1.10,1.10,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,기타(종이/목재/건초등),,,,,판매/업무시설,일반업무,일반빌딩,,0.000000,N,N,N,N,,,,,22.5,,5.8,250,34,,2000
220526163726140,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,15,1,11620.300000,776.200000,사용중,0,0,0,30,2022,봄,2,20220526,142400,05,26,14,24,목요일,노원소방서,하계119안전센터,,000334,000207,서울특별시,노원구,중계동,도시,동,206057.109000,206057.109000,127.069028000,37.646511000,1.10,1.10,0.00,담뱃불/ 라이터불,라이터불/ 성냥불,방화의심,방화의심,종이/목재/건초등,종이,,,,,주거,공동주택,아파트,,0.000000,N,Y,N,N,,,,,22.5,,5.8,250,34,,2000
220526161042551,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,15,1,158907.940000,907.540000,사용중,0,0,0,2,2022,봄,2,20220526,145000,05,26,14,50,목요일,중랑소방서,신내119안전센터,,000211,000235,서울특별시,중랑구,신내동,도시,동,208441.255600,208441.255600,127.095138000,37.613638000,0.60,2.00,0.50,마찰/ 전도/ 복사,기타(마찰/전도/복사),부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,아파트,,0.000000,N,N,N,N,,,,,22.5,,5.8,250,34,,2000
220526170456456,건축/구조물,양식(옥),철근콘크리트조,기타 즙,7,14,1,14055.760000,0.000000,사용중,0,0,0,15,2022,봄,2,20220526,155400,05,26,15,54,목요일,종로소방서,숭인119안전센터,,000622,000100,서울특별시,종로구,창신동,도시,동,201002.942600,201002.942600,127.011794000,37.580330000,4.20,2.30,0.00,작동기기,불꽃/ 스파크/ 정전기,부주의,기기(전기/ 기계 등) 사용.설치부주의,기타,기타,,,,,주거,공동주택,아파트,,0.000000,N,Y,N,N,,,,,22.7,,5.9,230,35,,2000
220526190225277,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,1,1401.780000,211.320000,사용중,0,0,0,200,2022,봄,2,20220526,170600,05,26,17,06,목요일,서초소방서,잠원119안전센터,,000300,001100,서울특별시,서초구,서초동,도시,동,201272.950000,201272.950000,127.014394000,37.495525000,5.00,2.00,0.00,마찰/ 전도/ 복사,화염 전도/복사열,부주의,담배꽁초,기타,기타,,,,,판매/업무시설,일반업무,일반회사,,0.000000,N,Y,N,N,,,,,22.3,,5.0,230,30,,2000
220526185752995,기타(쓰레기 화재등),,,,,,,,,,0,0,0,37,2022,봄,2,20220526,170700,05,26,17,07,목요일,서대문소방서,홍은119안전센터,,000342,000003,서울특별시,서대문구,홍은동,도시,동,193599.026300,193599.026300,126.927579000,37.579814000,1.60,1.60,0.00,미상,미상,미상,미상,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,2.000000,N,N,N,N,,,,,22.3,,5.0,230,30,,2000
220526180613571,기타(쓰레기 화재등),,,,,,,,,,0,0,0,48,2022,봄,2,20220526,172300,05,26,17,23,목요일,강북소방서,삼각산119안전센터,,000317,000500,서울특별시,강북구,미아동,도시,동,201795.540000,201795.540000,127.020333000,37.621129000,3.00,1.00,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,기타,기타,,,,,기타,야외,기타야외,,,N,N,N,N,,,,,22.3,,5.0,230,30,,2000
220526203035904,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,434.110000,130.340000,신축,0,0,0,28,2022,봄,2,20220526,190800,05,26,19,08,목요일,성북소방서,장위119안전센터,,000142,000900,서울특별시,성북구,석관동,도시,동,205345.340000,205345.340000,127.060539000,37.610990000,3.60,0.80,0.00,작동기기,전기적 아크(단락),전기적 요인,압착/손상에 의한 단락,종이/목재/건초등,종이,,,,,주거,공동주택,다세대주택,,0.000000,N,N,N,N,,,,,20.1,,5.9,230,34,,2000
220526203324920,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,1346.600000,135.000000,사용중,0,0,0,308,2022,봄,2,20220526,191100,05,26,19,11,목요일,송파소방서,잠실119안전센터,,000240,000700,서울특별시,송파구,석촌동,도시,동,208956.114000,208956.114000,127.101174000,37.506565000,4.60,4.20,0.00,불꽃/ 불티,모닥불/ 연탄/ 숯,부주의,불씨/불꽃/화원방치,기타,기타,,,,,생활서비스,음식점,한식,,0.000000,N,Y,N,N,,,,,20.1,,5.9,230,34,,2000
220526214942361,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,2,1277.160000,175.500000,사용중,0,0,0,211,2022,봄,2,20220526,210000,05,26,21,00,목요일,강남소방서,삼성119안전센터,,000339,000119,서울특별시,강남구,대치동,도시,동,205099.304100,205099.304100,127.057767000,37.505436000,1.20,1.20,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,판매/업무시설,일반업무,일반빌딩,,3.000000,N,Y,N,N,,,,,18.0,,3.6,200,55,,2000
220527004620211,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,641.770000,144.690000,사용중,0,0,0,152,2022,봄,2,20220526,223500,05,26,22,35,목요일,동작소방서,백운119안전센터,,000319,000000,서울특별시,동작구,사당동,도시,동,197522.430000,197522.430000,126.971988000,37.481207000,7.30,2.00,0.00,화학적 발화열,화학반응열,화학적 요인,화학적 폭발,가연성가스,기타(가연성가스),영상/음향기기,음향기기,,,교육시설,연구/학원,예체능학원,,0.000000,N,N,N,N,,,,,17.9,,4.3,230,59,,2000
